type	by	post_id	post_link	post_message	picture	full_picture	link	link_domain	post_published	post_published_unix	post_published_sql	likes_count_fb	comments_count_fb	reactions_count_fb	shares_count_fb	engagement_fb	comments_retrieved	comments_base	comments_replies	comment_likes_count	rea_LOVE	rea_WOW	rea_HAHA	rea_SAD	rea_ANGRY	rea_THANKFUL
video	post_page_232633627068	232633627068_10155091366807069	https://www.facebook.com/appledaily.tw/videos/10155091366807069/	"燃燒吧～燃燒吧～火鳥～～～ 　　 【完整 #動新聞】中秋烤雞失敗　召喚出烏骨雞酷斯拉 http://www.appledaily.com.tw/actionnews/appledaily/5/20160917/950616/ 　 【圖文報導】 http://www.appledaily.com.tw/realtimenews/article/life/20160917/950616/ 　 #中秋 #烤肉 #烤雞 #酷斯拉"	https://scontent.xx.fbcdn.net/v/t15.5256-10/s130x130/14411190_10155091369187069_1412845774_n.jpg?_nc_cat=102&_nc_ht=scontent.xx&oh=046ebbbdfbabead652d4b6a02d22b018&oe=5D224A71	https://scontent.xx.fbcdn.net/v/t15.5256-10/14411190_10155091369187069_1412845774_n.jpg?_nc_cat=102&_nc_ht=scontent.xx&oh=442ecfb80aef31b27ed091022e858d19&oe=5CDBA788	https://www.facebook.com/appledaily.tw/videos/10155091366807069/	facebook.com	2016-09-18T05:40:00+0000	1474177200	"2016-09-18 07:40:00"	2664	70	3290	108	3468	67	44	23	55	5	65	553	3	0	0
video	post_page_232633627068	232633627068_10155088860667069	https://www.facebook.com/appledaily.tw/videos/10155088860667069/	"兩位都好愜意啊~~~~ 　 【#動新聞】【狗仔偷拍】老蕭團圓夜有美眉　房祖名肚凸凸騎孤輪 http://ent.appledaily.com.tw/actionnews/index/20160917/950233/0 　 【圖文報導】 http://ent.appledaily.com.tw/realtimenews/article/entertainment/20160917/950233/ 　 #房祖名 #蕭敬騰 房祖名 Jaycee Chan 蕭敬騰 Jam Hsiao"	https://scontent.xx.fbcdn.net/v/t15.5256-10/s130x130/14299157_10155088864577069_1450131145_n.jpg?_nc_cat=103&_nc_ht=scontent.xx&oh=c68d0168778ad5c0629b49ba4396ccd8&oe=5CDC62CA	https://scontent.xx.fbcdn.net/v/t15.5256-10/14299157_10155088864577069_1450131145_n.jpg?_nc_cat=103&_nc_ht=scontent.xx&oh=69b4ce70493024c33c4ca77bae44351a&oe=5D1CAC33	https://www.facebook.com/appledaily.tw/videos/10155088860667069/	facebook.com	2016-09-17T09:20:00+0000	1474104000	"2016-09-17 11:20:00"	5749	67	5963	68	6098	66	50	16	101	49	62	97	3	3	0
video	post_page_232633627068	232633627068_10155088825157069	https://www.facebook.com/appledaily.tw/videos/10155088825157069/	"遇到這種情人，只能說：塊陶啊~~~~ 　 【#動新聞】怒小女友分手　公車司機火攻住家與校園洩憤 http://www.appledaily.com.tw/actionnews/appledaily/5/20160916/950020/ 　 【圖文報導】 http://www.appledaily.com.tw/realtimenews/article/local/20160916/950020/ 　 #縱火 #恐怖情人 #公共危險罪"	https://scontent.xx.fbcdn.net/v/t15.5256-10/s130x130/14299355_10155088826957069_858737678_n.jpg?_nc_cat=111&_nc_ht=scontent.xx&oh=718d3c83f26908fd1c8d3cf59f9f7d05&oe=5D21D58D	https://scontent.xx.fbcdn.net/v/t15.5256-10/14299355_10155088826957069_858737678_n.jpg?_nc_cat=111&_nc_ht=scontent.xx&oh=4ab09a43c83fc5ec56cb4f27fc0dea6f&oe=5D271508	https://www.facebook.com/appledaily.tw/videos/10155088825157069/	facebook.com	2016-09-17T08:20:00+0000	1474100400	"2016-09-17 10:20:00"	2920	132	3751	83	3966	126	98	28	170	14	129	21	6	661	0
video	post_page_232633627068	232633627068_10155073816327069	https://www.facebook.com/appledaily.tw/videos/10155073816327069/	"#鄉編 阿母都說太靠近電扇頭髮被捲進去，會把頭皮扯下來...... 　 【健康問蘋果】電扇對著吹　會得風濕病？ http://www.appledaily.com.tw/realtimenews/article/life/20160911/941055/ 　 #風濕 #類風濕性關節炎 #健康問蘋果 #問蘋果"	https://scontent.xx.fbcdn.net/v/t15.5256-10/s130x130/14299154_10155073818007069_888231948_n.jpg?_nc_cat=111&_nc_ht=scontent.xx&oh=6579e00c3f7e8fb672ba683096cfdc03&oe=5CEFDCDD	https://scontent.xx.fbcdn.net/v/t15.5256-10/14299154_10155073818007069_888231948_n.jpg?_nc_cat=111&_nc_ht=scontent.xx&oh=23c8eb7fd1056d56165f3673c888ffd8&oe=5CEF2858	https://www.facebook.com/appledaily.tw/videos/10155073816327069/	facebook.com	2016-09-17T07:40:00+0000	1474098000	"2016-09-17 09:40:00"	1540	53	1620	200	1873	51	43	8	9	15	57	4	4	0	0
video	post_page_232633627068	232633627068_10155088718502069	https://www.facebook.com/appledaily.tw/videos/10155088718502069/	"期待鋒哥拿麥克風唱國歌~~~~ 　 【#動新聞】鋒砲拼引退賽先發　國慶大典領唱國歌 http://www.appledaily.com.tw/actionnews/appledaily/10/20160916/950185/ 　 【圖文報導】 http://www.appledaily.com.tw/realtimenews/article/sports/20160916/950185/ 　 #陳金鋒 #鋒砲 #國慶大典 #國歌 #Lamigo #鋒哥 台灣巨炮#52 陳金鋒 Lamigo Monkeys"	https://scontent.xx.fbcdn.net/v/t15.5256-10/s130x130/14299615_10155088725102069_434113359_n.jpg?_nc_cat=104&_nc_ht=scontent.xx&oh=de1d908bbf9e9e0c1b8a178741d848dc&oe=5CDCA9D6	https://scontent.xx.fbcdn.net/v/t15.5256-10/14299615_10155088725102069_434113359_n.jpg?_nc_cat=104&_nc_ht=scontent.xx&oh=13582916ed1de50ac7353474d018e579&oe=5CDA6653	https://www.facebook.com/appledaily.tw/videos/10155088718502069/	facebook.com	2016-09-17T07:20:00+0000	1474096800	"2016-09-17 09:20:00"	3011	16	3100	22	3138	16	10	6	12	9	29	1	47	3	0
video	post_page_232633627068	232633627068_10155088599342069	https://www.facebook.com/appledaily.tw/videos/10155088599342069/	"什麼~~~~ 　 【#動新聞】一例一休加班費　學者：勞工看得到吃不到 http://www.appledaily.com.tw/actionnews/appledaily/5/20160916/945290/ 　 【圖文報導】 http://www.appledaily.com.tw/realtimenews/article/politics/20160916/945290/ 　 #加班費 #一例一休 #勞工"	https://scontent.xx.fbcdn.net/v/t15.5256-10/s130x130/14356504_10155088602117069_313932993_n.jpg?_nc_cat=111&_nc_ht=scontent.xx&oh=b196a7c0afda1d618d99c0a800f38827&oe=5CE2D527	https://scontent.xx.fbcdn.net/v/t15.5256-10/14356504_10155088602117069_313932993_n.jpg?_nc_cat=111&_nc_ht=scontent.xx&oh=89c0036b2c774f7c7a95c6ffc72f6cfe&oe=5CED38A2	https://www.facebook.com/appledaily.tw/videos/10155088599342069/	facebook.com	2016-09-17T05:50:00+0000	1474091400	"2016-09-17 07:50:00"	1690	114	2011	161	2286	106	80	26	194	9	49	12	17	234	0
video	post_page_232633627068	232633627068_10155088519427069	https://www.facebook.com/appledaily.tw/videos/10155088519427069/	"他們不偷不搶啊~~~~ 　 【#動新聞】【薪酸動畫】金怨嘆！坐牢釀醬油月領4.6萬　勝過監所管理員 http://www.appledaily.com.tw/actionnews/appledaily/5/20160917/950296/ 　 【圖文報導】 http://www.appledaily.com.tw/realtimenews/article/local/20160917/950296/ 　 #薪水 #受刑人 #薪資 #醬油 #上班族 #屏東監獄"	https://scontent.xx.fbcdn.net/v/t15.5256-10/s130x130/14299128_10155088522037069_1509060836_n.jpg?_nc_cat=103&_nc_ht=scontent.xx&oh=f2e9fc4b62c528aa1e20e61cfeea6472&oe=5CE4D1EA	https://scontent.xx.fbcdn.net/v/t15.5256-10/14299128_10155088522037069_1509060836_n.jpg?_nc_cat=103&_nc_ht=scontent.xx&oh=ea7fc8724ed7bf1c5831b12c524576af&oe=5CE95A13	https://www.facebook.com/appledaily.tw/videos/10155088519427069/	facebook.com	2016-09-17T04:46:04+0000	1474087564	"2016-09-17 06:46:04"	13000	638	13812	471	14921	625	483	142	2387	180	501	85	12	34	0
video	post_page_232633627068	232633627068_10155088344737069	https://www.facebook.com/appledaily.tw/videos/10155088344737069/	"呃....意思是下次去理容院要自己帶毛巾嗎? (劃錯重點) 　 【#動新聞】【動畫】上理容院請注意　熱敷毛巾拭精液 http://www.appledaily.com.tw/actionnews/appledaily/5/20160916/949972/ 　 【圖文報導】 http://www.appledaily.com.tw/realtimenews/article/local/20160916/949972/ 　 #理容院 #毛巾 #咩姊台語新聞"	https://scontent.xx.fbcdn.net/v/t15.5256-10/s130x130/14270897_10155088347832069_520264810_n.jpg?_nc_cat=105&_nc_ht=scontent.xx&oh=42eeb4e349fe980a19fc35c41d6c795d&oe=5CF3CD48	https://scontent.xx.fbcdn.net/v/t15.5256-10/14270897_10155088347832069_520264810_n.jpg?_nc_cat=105&_nc_ht=scontent.xx&oh=bd255ef373ae4c275d9bb5cabb78fd1f&oe=5CE9A9CD	https://www.facebook.com/appledaily.tw/videos/10155088344737069/	facebook.com	2016-09-17T02:48:54+0000	1474080534	"2016-09-17 04:48:54"	3500	373	4246	177	4796	367	241	126	478	29	129	575	3	10	0
video	post_page_232633627068	232633627068_10155088300077069	https://www.facebook.com/appledaily.tw/videos/10155088300077069/	"唉...好難過 　 【#動新聞】【孝順動畫】孝孫遭撞慘死　祖母難過：他總會搶著做家事 http://www.appledaily.com.tw/actionnews/appledaily/5/20160916/950247/ 　 【圖文報導】 http://www.appledaily.com.tw/realtimenews/article/local/20160916/950247/"	https://scontent.xx.fbcdn.net/v/t15.5256-10/s130x130/14299636_10155088302027069_1123078485_n.jpg?_nc_cat=104&_nc_ht=scontent.xx&oh=84aaee419ef2d39703836eee473bca9f&oe=5D258924	https://scontent.xx.fbcdn.net/v/t15.5256-10/14299636_10155088302027069_1123078485_n.jpg?_nc_cat=104&_nc_ht=scontent.xx&oh=82b1e9a76611cec860992571e8aadffd&oe=5D24E7DD	https://www.facebook.com/appledaily.tw/videos/10155088300077069/	facebook.com	2016-09-17T02:21:34+0000	1474078894	"2016-09-17 04:21:34"	5932	276	9662	95	10033	250	173	77	1201	18	67	2	2284	1359	0
video	post_page_232633627068	232633627068_10155086104587069	https://www.facebook.com/appledaily.tw/videos/10155086104587069/	"跟著 #蘋果360 帶你一起旅行！ 彰化火車站擁有台灣僅存的扇形車庫，因高空俯視其造型如同扇子一般，而得名扇形車庫。車庫中的維修坑道，是維修、保養火車的地方，所以這個車庫也可以稱之為火車旅館。 　　 看更多 蘋果圖解新聞│蘋果360  http://goo.gl/eRsSeZ 　 #蘋果360環景 #360環景 #蘋果環景 #彰化 #火車站 #蒸汽火車"	https://scontent.xx.fbcdn.net/v/t15.5256-10/s130x130/14299376_10155086110027069_469159662_n.jpg?_nc_cat=109&_nc_ht=scontent.xx&oh=718fa05bfb99becf1a83441af2edec13&oe=5CEC18FB	https://scontent.xx.fbcdn.net/v/t15.5256-10/p640x640/14299376_10155086110027069_469159662_n.jpg?_nc_cat=109&_nc_ht=scontent.xx&oh=080883629bdaf1be5dbbbcf5a48e84ed&oe=5D24967F	https://www.facebook.com/appledaily.tw/videos/10155086104587069/	facebook.com	2016-09-16T12:00:00+0000	1474027200	"2016-09-16 14:00:00"	48108	1323	49668	5686	56677	1289	876	413	1536	724	739	83	7	7	0
video	post_page_232633627068	232633627068_10155076789202069	https://www.facebook.com/appledaily.tw/videos/10155076789202069/	"「他自願走進監獄，為的就是參與新竹監獄的監獄犬計畫，他的任務，是教導受刑人訓練流浪狗，成為聽話的陪伴犬，再開放讓有需要的家庭來認養」#支持請分享 　 【監獄訓犬師】囚徒與流浪狗的救贖 http://www.appledaily.com.tw/realtimenews/article/life/20160913/947419/ 　 #監獄 #訓犬師 #流浪狗 #浪浪 #領養代替購買 #教化 #請分享"	https://scontent.xx.fbcdn.net/v/t15.5256-10/s130x130/14173248_10155076791842069_1044335922_n.jpg?_nc_cat=104&_nc_ht=scontent.xx&oh=b8ac94759f57fc95ef71b1463ed9e161&oe=5CEE5619	https://scontent.xx.fbcdn.net/v/t15.5256-10/14173248_10155076791842069_1044335922_n.jpg?_nc_cat=104&_nc_ht=scontent.xx&oh=66cf4599bfdc017257146297d7cec07f&oe=5D245CE0	https://www.facebook.com/appledaily.tw/videos/10155076789202069/	facebook.com	2016-09-16T11:30:00+0000	1474025400	"2016-09-16 13:30:00"	6571	117	7142	1630	8889	114	104	10	320	354	15	5	196	1	0
video	post_page_232633627068	232633627068_10155073809392069	https://www.facebook.com/appledaily.tw/videos/10155073809392069/	"我沒有我沒有我沒有我沒有我沒有（死命否認） 　　 【想遠離初老症　快停止這些行為】 http://www.appledaily.com.tw/realtimenews/article/strange/20160911/945497/ 　 #初老 #初老症狀 #實用文 #養生 #熬夜"	https://scontent.xx.fbcdn.net/v/t15.5256-10/s130x130/14299401_10155073812032069_515855870_n.jpg?_nc_cat=108&_nc_ht=scontent.xx&oh=a5c07e5d291560a03fcec73d1c535e08&oe=5CF4578B	https://scontent.xx.fbcdn.net/v/t15.5256-10/14299401_10155073812032069_515855870_n.jpg?_nc_cat=108&_nc_ht=scontent.xx&oh=2c26fdd68a3fd333349e4c05f12eeccc&oe=5D271F0E	https://www.facebook.com/appledaily.tw/videos/10155073809392069/	facebook.com	2016-09-16T09:40:00+0000	1474018800	"2016-09-16 11:40:00"	2314	312	2704	242	3258	309	149	160	102	15	43	327	5	0	0
video	post_page_232633627068	232633627068_10155085938767069	https://www.facebook.com/appledaily.tw/videos/10155085938767069/	"咦!? 真有此事???... 　 【#動新聞】【卓洪戀動畫】洪慈庸喜事近？　老家沒人鄰居不知 http://www.appledaily.com.tw/actionnews/appledaily/5/20160915/949491/ 　 【圖文報導】 http://www.appledaily.com.tw/realtimenews/article/politics/20160915/949491/ 　 #洪慈庸 #卓冠廷 洪慈庸 卓冠廷"	https://scontent.xx.fbcdn.net/v/t15.5256-10/s130x130/14299160_10155085940197069_1669846463_n.jpg?_nc_cat=103&_nc_ht=scontent.xx&oh=c3e889e0c01ed174f2dad5d6030f833c&oe=5CEC8D0A	https://scontent.xx.fbcdn.net/v/t15.5256-10/14299160_10155085940197069_1669846463_n.jpg?_nc_cat=103&_nc_ht=scontent.xx&oh=400eafede098a71ff40d5715bcda5429&oe=5CDB00F3	https://www.facebook.com/appledaily.tw/videos/10155085938767069/	facebook.com	2016-09-16T08:50:00+0000	1474015800	"2016-09-16 10:50:00"	1644	71	1732	18	1821	67	60	7	274	9	38	30	1	10	0
video	post_page_232633627068	232633627068_10155085917087069	https://www.facebook.com/appledaily.tw/videos/10155085917087069/	"超倒楣的！！！不過還好人沒事... 　 【#動新聞】天外飛來樹枝插進擋風玻璃　司機無奈：Shit　沒這麼倒楣吧 http://www.appledaily.com.tw/actionnews/appledaily/5/20160915/949477/ 　 【圖文報導】 http://www.appledaily.com.tw/realtimenews/article/local/20160915/949477/ 　 【#火線話題】秋颱接力擾連假日 http://goo.gl/8Gwjpf 　 #中央氣象局 #颱風 #莫蘭蒂"	https://scontent.xx.fbcdn.net/v/t15.5256-10/s130x130/14299609_10155085918837069_1218306728_n.jpg?_nc_cat=108&_nc_ht=scontent.xx&oh=52e7b4e72744f431d3a70833aeeac35f&oe=5CEAB50B	https://scontent.xx.fbcdn.net/v/t15.5256-10/14299609_10155085918837069_1218306728_n.jpg?_nc_cat=108&_nc_ht=scontent.xx&oh=7c89a550be5a39fc7eadba8b735a4014&oe=5CE82AF2	https://www.facebook.com/appledaily.tw/videos/10155085917087069/	facebook.com	2016-09-16T07:50:00+0000	1474012200	"2016-09-16 09:50:00"	1337	46	1631	29	1706	36	34	2	40	1	198	90	4	1	0
video	post_page_232633627068	232633627068_10155085873762069	https://www.facebook.com/appledaily.tw/videos/10155085873762069/	"唉....怎不再給自己一次機會... 　 ◎再給自己一次機會 自殺防治諮詢安心專線：0800-788995（24小時）  生命線協談專線：1995  張老師專線：1980 　 【#動新聞】【苦衷動畫】女子跳樓亡　男友參加告別式下跪遭毆 http://www.appledaily.com.tw/actionnews/appledaily/5/20160915/949617/ 　 【圖文報導】 http://www.appledaily.com.tw/realtimenews/article/local/20160915/949617/"	https://scontent.xx.fbcdn.net/v/t15.5256-10/s130x130/14299132_10155085876117069_171589397_n.jpg?_nc_cat=101&_nc_ht=scontent.xx&oh=9a436c201376bf17c82cfd7c42542d2d&oe=5CEBCE55	https://scontent.xx.fbcdn.net/v/t15.5256-10/14299132_10155085876117069_171589397_n.jpg?_nc_cat=101&_nc_ht=scontent.xx&oh=d9abfd23d8d16c8547ec35b6aeb1d66a&oe=5CE251D0	https://www.facebook.com/appledaily.tw/videos/10155085873762069/	facebook.com	2016-09-16T06:50:00+0000	1474008600	"2016-09-16 08:50:00"	1666	38	1861	30	1929	36	20	16	67	4	79	3	99	10	0
video	post_page_232633627068	232633627068_10155085549092069	https://www.facebook.com/appledaily.tw/videos/10155085549092069/	"警察先生辛苦了... 　 【#動新聞】【鬥智動畫】欠35萬賭債被押　警佯裝烤肉救女 http://www.appledaily.com.tw/actionnews/appledaily/5/20160915/949508/ 　 【圖文報導】 http://www.appledaily.com.tw/realtimenews/article/local/20160915/949508/"	https://scontent.xx.fbcdn.net/v/t15.5256-10/s130x130/14299178_10155085551337069_853779097_n.jpg?_nc_cat=110&_nc_ht=scontent.xx&oh=a2068aaa360636e0f18dd9f9cd8799f7&oe=5CE1121D	https://scontent.xx.fbcdn.net/v/t15.5256-10/14299178_10155085551337069_853779097_n.jpg?_nc_cat=110&_nc_ht=scontent.xx&oh=7087816ca0da815c89ecf71fffad7ed5&oe=5D211798	https://www.facebook.com/appledaily.tw/videos/10155085549092069/	facebook.com	2016-09-16T04:12:22+0000	1473999142	"2016-09-16 06:12:22"	2430	76	2557	44	2677	70	67	3	165	4	69	46	0	8	0
video	post_page_232633627068	232633627068_10155085445492069	https://www.facebook.com/appledaily.tw/videos/10155085445492069/	"對於災民心聲，完全可以感受... 　 【#動新聞】【災民心聲動畫】最無奈的中秋　災民泡水領物資過節 http://www.appledaily.com.tw/actionnews/appledaily/5/20160916/949830/ 　 【圖文報導】 http://www.appledaily.com.tw/realtimenews/article/local/20160916/949830/ 　 【#火線話題】雙颱亂中秋　馬勒卡接力襲台 http://goo.gl/8Gwjpf 　 #中央氣象局 #颱風 #馬勒卡"	https://scontent.xx.fbcdn.net/v/t15.5256-10/s130x130/14270677_10155085449837069_407029582_n.jpg?_nc_cat=109&_nc_ht=scontent.xx&oh=dc1ab779329e69e53d6759aa430e3b35&oe=5D1F46DF	https://scontent.xx.fbcdn.net/v/t15.5256-10/14270677_10155085449837069_407029582_n.jpg?_nc_cat=109&_nc_ht=scontent.xx&oh=5625c9f4e65942ee59c4b7165f809bb1&oe=5D23C25A	https://www.facebook.com/appledaily.tw/videos/10155085445492069/	facebook.com	2016-09-16T03:20:00+0000	1473996000	"2016-09-16 05:20:00"	1244	25	1531	45	1601	23	20	3	7	1	37	4	244	1	0
video	post_page_232633627068	232633627068_10155082739307069	https://www.facebook.com/appledaily.tw/videos/10155082739307069/	"科技大突破！！！！ 　 【完整 #動新聞】不用卵子　 科學家用精子成功培育老鼠 http://www.appledaily.com.tw/actionnews/appledaily/7/20160914/948634/ 　 【圖文報導】 http://www.appledaily.com.tw/realtimenews/article/international/20160914/948634/ 　 #精子 #卵子"	https://scontent.xx.fbcdn.net/v/t15.5256-10/s130x130/14270696_10155082756762069_693081992_n.jpg?_nc_cat=100&_nc_ht=scontent.xx&oh=d240ce07ba91101135df6f23996a5501&oe=5D2220D8	https://scontent.xx.fbcdn.net/v/t15.5256-10/14270696_10155082756762069_693081992_n.jpg?_nc_cat=100&_nc_ht=scontent.xx&oh=50df1d9e07cafa983de1d5ccab7b2b00&oe=5CEFF45D	https://www.facebook.com/appledaily.tw/videos/10155082739307069/	facebook.com	2016-09-15T13:15:00+0000	1473945300	"2016-09-15 15:15:00"	5185	232	6253	478	6963	218	145	73	828	37	983	28	8	12	0
video	post_page_232633627068	232633627068_10155082739652069	https://www.facebook.com/appledaily.tw/videos/10155082739652069/	"謝謝你們，太感動了吧😭 #海編 　 【完整 #動新聞】孤兒院「姊弟」久別重逢　兩人激動又叫又笑 http://www.appledaily.com.tw/actionnews/appledaily/7/20160914/948763/ 　 【圖文報導】 http://www.appledaily.com.tw/realtimenews/article/international/20160914/948763/ 　 【#火線話題 】蘋果 暖新聞 讓世界更有力量❤ http://goo.gl/PyFYtp #暖新聞 #正能量 #請分享 #孤兒院 #領養"	https://scontent.xx.fbcdn.net/v/t15.5256-10/s130x130/14270803_10155082765802069_597280038_n.jpg?_nc_cat=110&_nc_ht=scontent.xx&oh=400f09cd66e41badb07e8a3eee5ce47c&oe=5D289EB7	https://scontent.xx.fbcdn.net/v/t15.5256-10/14270803_10155082765802069_597280038_n.jpg?_nc_cat=110&_nc_ht=scontent.xx&oh=dfa9d61dd48efca5285b1ca7e1f677ff&oe=5D20D732	https://www.facebook.com/appledaily.tw/videos/10155082739652069/	facebook.com	2016-09-15T11:45:00+0000	1473939900	"2016-09-15 13:45:00"	5945	34	6548	138	6720	33	26	7	57	543	12	38	9	1	0
video	post_page_232633627068	232633627068_10155082745312069	https://www.facebook.com/appledaily.tw/videos/10155082745312069/	"孩子的教育真的不能等　#海編 　 【完整 #動新聞】不滿被騙愛心　3國中生朝弱勢男丟水球 http://www.appledaily.com.tw/actionnews/appledaily/5/20160914/948533/ 　 【圖文報導】 http://www.appledaily.com.tw/realtimenews/article/local/20160914/948533/ 　 #水球 #弱勢"	https://scontent.xx.fbcdn.net/v/t15.5256-10/s130x130/14356610_10155082752937069_22253660_n.jpg?_nc_cat=101&_nc_ht=scontent.xx&oh=22c80ffd0508f45b6b9c4d4f6dfe9e10&oe=5CE7E768	https://scontent.xx.fbcdn.net/v/t15.5256-10/14356610_10155082752937069_22253660_n.jpg?_nc_cat=101&_nc_ht=scontent.xx&oh=639f2e6f3a51d2b4050d4713aa53c269&oe=5D1F4E37	https://www.facebook.com/appledaily.tw/videos/10155082745312069/	facebook.com	2016-09-15T10:45:00+0000	1473936300	"2016-09-15 12:45:00"	4780	507	8843	249	9599	491	259	232	2069	12	82	20	232	3717	0
video	post_page_232633627068	232633627068_10155082739517069	https://www.facebook.com/appledaily.tw/videos/10155082739517069/	"假拍賣真放閃<(◥◤△◥◤)>  #海編 　 【完整 #動新聞】老婆不夠關心我！老公上網拍賣她 http://www.appledaily.com.tw/actionnews/appledaily/7/20160914/948687/ 　 【圖文報導】 http://www.appledaily.com.tw/realtimenews/article/international/20160914/948687/ 　 #二手太太 #拍賣"	https://scontent.xx.fbcdn.net/v/t15.5256-10/s130x130/14299695_10155082759407069_178887159_n.jpg?_nc_cat=109&_nc_ht=scontent.xx&oh=5b73c029097f200f18531061b7381bbb&oe=5D1C76B5	https://scontent.xx.fbcdn.net/v/t15.5256-10/14299695_10155082759407069_178887159_n.jpg?_nc_cat=109&_nc_ht=scontent.xx&oh=6d1fbc558ae767634488aa1139a536fc&oe=5CDE1C30	https://www.facebook.com/appledaily.tw/videos/10155082739517069/	facebook.com	2016-09-15T10:15:00+0000	1473934500	"2016-09-15 12:15:00"	3502	207	4354	166	4727	200	121	79	75	23	89	728	3	9	0
video	post_page_232633627068	232633627068_10155073568657069	https://www.facebook.com/appledaily.tw/videos/10155073568657069/	"颱風賣來亂啦（哭著跑走） 　 【中秋節就是要烤肉啊！　燒烤職人教你烤肉好吃密技】 http://www.appledaily.com.tw/realtimenews/article/finance/20160911/941617/ 　 #動新聞 #烤肉 #中秋 #中秋連假 #實用文 #請分享"	https://scontent.xx.fbcdn.net/v/t15.5256-10/s130x130/14270675_10155073570647069_1344473137_n.jpg?_nc_cat=107&_nc_ht=scontent.xx&oh=5028ab842add8306bfb66f57cf5f4c85&oe=5D253C71	https://scontent.xx.fbcdn.net/v/t15.5256-10/14270675_10155073570647069_1344473137_n.jpg?_nc_cat=107&_nc_ht=scontent.xx&oh=fa594ce60cc2d4deee36e627391b8ee5&oe=5CDB5D88	https://www.facebook.com/appledaily.tw/videos/10155073568657069/	facebook.com	2016-09-15T09:40:00+0000	1473932400	"2016-09-15 11:40:00"	913	11	929	43	983	10	9	1	3	6	7	1	2	0	0
video	post_page_232633627068	232633627068_10155082739852069	https://www.facebook.com/appledaily.tw/videos/10155082739852069/	"曾在心中答應爸爸照顧媽媽；就算得憂鬱症，也要努力拍戲養活媽媽😭 #海編 　 【完整 #動新聞】曾莞婷不捨父魂斷鐵軌　為母償債惡女附身 http://ent.appledaily.com.tw/actionnews/index/20160915/948918/0 　 【圖文報導】 http://www.appledaily.com.tw/realtimenews/article/entertainment/20160915/948918/ 　 #曾莞婷 曾莞婷"	https://scontent.xx.fbcdn.net/v/t15.5256-10/s130x130/14356608_10155082767122069_752771387_n.jpg?_nc_cat=103&_nc_ht=scontent.xx&oh=b3ad19b5e9a669f5b3d4c4beff691437&oe=5CDF8CA7	https://scontent.xx.fbcdn.net/v/t15.5256-10/14356608_10155082767122069_752771387_n.jpg?_nc_cat=103&_nc_ht=scontent.xx&oh=1ddc1f5516d00ce2be02a409e168ef62&oe=5D278522	https://www.facebook.com/appledaily.tw/videos/10155082739852069/	facebook.com	2016-09-15T08:45:00+0000	1473929100	"2016-09-15 10:45:00"	6299	29	7393	79	7501	29	23	6	122	37	92	3	958	4	0
video	post_page_232633627068	232633627068_10155082740092069	https://www.facebook.com/appledaily.tw/videos/10155082740092069/	"#海編 長這麼大第一次聽到可以拜月娘找好工作(掩面 　 【完整 #動新聞】中秋拜月娘　準備這碗保佑找到好工作 http://www.appledaily.com.tw/actionnews/appledaily/sub/20160915/949149/ 　 【圖文報導】 http://www.appledaily.com.tw/realtimenews/article/strange/20160915/949149/ 　 #中秋節 #嫦娥 #月娘 #工作 #芋頭"	https://scontent.xx.fbcdn.net/v/t15.5256-10/s130x130/14356529_10155082742957069_1683698461_n.jpg?_nc_cat=109&_nc_ht=scontent.xx&oh=f839db7884f7e6c2f7bbdf4119f10401&oe=5D2800D6	https://scontent.xx.fbcdn.net/v/t15.5256-10/14356529_10155082742957069_1683698461_n.jpg?_nc_cat=109&_nc_ht=scontent.xx&oh=526049aac3c7f82d15f4a399e2adea5e&oe=5CE6892F	https://www.facebook.com/appledaily.tw/videos/10155082740092069/	facebook.com	2016-09-15T07:15:00+0000	1473923700	"2016-09-15 09:15:00"	3425	50	3589	184	3823	29	27	2	11	14	98	51	0	1	0
video	post_page_232633627068	232633627068_10155082518672069	https://www.facebook.com/appledaily.tw/videos/10155082518672069/	"這風雨超誇張的啦！！ 　 【完整版 #動新聞】莫蘭蒂威力強　風雨直灌新店捷運站 http://www.appledaily.com.tw/actionnews/appledaily/5/20160914/949080/ 　 【圖文報導】 http://www.appledaily.com.tw/realtimenews/article/life/20160914/949080/ 　 【#火線話題】雙颱亂中秋　馬勒卡接力襲台 http://goo.gl/8Gwjpf 　 #颱風 #氣象 #強颱 #莫蘭蒂 #新店 #捷運站"	https://scontent.xx.fbcdn.net/v/t15.5256-10/s130x130/14299594_10155082522127069_747549610_n.jpg?_nc_cat=110&_nc_ht=scontent.xx&oh=9c9e41fbae266a80b0099e7c59b66cdb&oe=5CDEBEF7	https://scontent.xx.fbcdn.net/v/t15.5256-10/14299594_10155082522127069_747549610_n.jpg?_nc_cat=110&_nc_ht=scontent.xx&oh=90d75db99299c267ace8b9c60a913f59&oe=5CF0AF72	https://www.facebook.com/appledaily.tw/videos/10155082518672069/	facebook.com	2016-09-15T04:00:00+0000	1473912000	"2016-09-15 06:00:00"	508	31	688	38	757	29	20	9	15	2	154	3	21	0	0
