type	by	post_id	post_link	post_message	picture	full_picture	link	link_domain	post_published	post_published_unix	post_published_sql	likes_count_fb	comments_count_fb	reactions_count_fb	shares_count_fb	engagement_fb	comments_retrieved	comments_base	comments_replies	comment_likes_count	rea_LOVE	rea_WOW	rea_HAHA	rea_SAD	rea_ANGRY	rea_THANKFUL
video	post_page_232633627068	232633627068_10155126809642069	https://www.facebook.com/appledaily.tw/videos/10155126809642069/	"再給自己一次機會 自殺防治諮詢安心專線：0800-788995（24小時）  生命線協談專線：1995  張老師專線：1980 　 #鄉民焦點 #台北 #瓦斯"	https://scontent.xx.fbcdn.net/v/t15.5256-10/s130x130/14510837_10155126814172069_8826468147616808960_n.jpg?_nc_cat=102&_nc_ht=scontent.xx&oh=3b8f756040f17db9a726f48ddb107dda&oe=5CE9D29B	https://scontent.xx.fbcdn.net/v/t15.5256-10/14510837_10155126814172069_8826468147616808960_n.jpg?_nc_cat=102&_nc_ht=scontent.xx&oh=7b3971740cd1cc77ef02831d885b012e&oe=5D2596D0	https://www.facebook.com/appledaily.tw/videos/10155126809642069/	facebook.com	2016-09-29T14:00:00+0000	1475157600	"2016-09-29 16:00:00"	181	1	199	3	203	1	1	0	0	2	4	0	2	10	0
video	post_page_232633627068	232633627068_10155126243442069	https://www.facebook.com/appledaily.tw/videos/10155126243442069/	"小時候被阿母罵過... 　　 【完整 #動新聞】這樣用筷子　保證你被罵翻 http://www.appledaily.com.tw/actionnews/appledaily/sub/20160928/957333/ 　 【圖文報導】 http://www.appledaily.com.tw/realtimenews/article/strange/20160928/957333/ 　 #筷子 #禁忌 #禮貌 #餐桌禮儀"	https://scontent.xx.fbcdn.net/v/t15.5256-10/s130x130/14411606_10155126248702069_1538323939577561088_n.jpg?_nc_cat=105&_nc_ht=scontent.xx&oh=e09b21cab171264e5ff683666f3f0cf4&oe=5CEB3114	https://scontent.xx.fbcdn.net/v/t15.5256-10/14411606_10155126248702069_1538323939577561088_n.jpg?_nc_cat=105&_nc_ht=scontent.xx&oh=6e19532be5f99095a68b2436d30d59c0&oe=5CEEEB5F	https://www.facebook.com/appledaily.tw/videos/10155126243442069/	facebook.com	2016-09-29T11:30:00+0000	1475148600	"2016-09-29 13:30:00"	1968	64	2120	65	2249	63	41	22	145	6	59	74	2	11	0
video	post_page_232633627068	232633627068_10155126204202069	https://www.facebook.com/appledaily.tw/videos/10155126204202069/	"找回單純的快樂 　　 完整 #動新聞【木匠人生】台大學霸不務正業 斷趾也要玩廢材 http://www.appledaily.com.tw/actionnews/appledaily/5/20160929/957981/ 　 【圖文報導】 http://www.appledaily.com.tw/realtimenews/article/life/20160929/957981/ 　 #陽光木工手作坊 #木工 #手作 #補教 陽光木工手作坊"	https://scontent.xx.fbcdn.net/v/t15.5256-10/s130x130/14411614_10155126207902069_2952693671293616128_n.jpg?_nc_cat=104&_nc_ht=scontent.xx&oh=0f2d62b69d8a1396bbd06b00edbbd733&oe=5CF0A09D	https://scontent.xx.fbcdn.net/v/t15.5256-10/14411614_10155126207902069_2952693671293616128_n.jpg?_nc_cat=104&_nc_ht=scontent.xx&oh=29ac32df4c6445ed7b087b24f21530ff&oe=5D2527D6	https://www.facebook.com/appledaily.tw/videos/10155126204202069/	facebook.com	2016-09-29T10:50:00+0000	1475146200	"2016-09-29 12:50:00"	2294	15	2359	140	2514	13	12	1	18	49	16	0	0	0	0
video	post_page_232633627068	232633627068_10155125949207069	https://www.facebook.com/appledaily.tw/videos/10155125949207069/	"這讓 #宅編 想起以前的日本節目的 #垃圾屋 大改造，每次看都嘆為觀止 　　 完整 #動新聞【動畫●伴屍20年】盲婦囤物癖　不知垃圾家中藏兒屍 http://www.appledaily.com.tw/actionnews/appledaily/7/20160928/957860/ 　 【圖文報導】 http://www.appledaily.com.tw/realtimenews/article/international/20160928/957860/ 　 #囤物癖 #蘋果動畫"	https://scontent.xx.fbcdn.net/v/t15.5256-10/s130x130/14467439_10155125956097069_443648337602674688_n.jpg?_nc_cat=111&_nc_ht=scontent.xx&oh=c8b94ca4c9d52500ca01a7451e7a913d&oe=5D21FC7A	https://scontent.xx.fbcdn.net/v/t15.5256-10/14467439_10155125956097069_443648337602674688_n.jpg?_nc_cat=111&_nc_ht=scontent.xx&oh=2fd56bb7c0f64f5ef67950f571fb6546&oe=5CF1A63C	https://www.facebook.com/appledaily.tw/videos/10155125949207069/	facebook.com	2016-09-29T08:30:00+0000	1475137800	"2016-09-29 10:30:00"	1282	35	1659	30	1724	31	23	8	55	5	261	1	97	13	0
video	post_page_232633627068	232633627068_10155125860692069	https://www.facebook.com/appledaily.tw/videos/10155125860692069/	"只有甘味可以超越甘味！ 　　 完整 #動新聞【又屍變】《甘味》曾莞婷颱風夜化鬼新娘害停電 http://ent.appledaily.com.tw/actionnews/index/20160928/957595/0 　 【圖文報導】 http://ent.appledaily.com.tw/realtimenews/article/entertainment/20160928/957595/ 　 #甘味人生 #屍速列車 #曾莞婷 甘味人生 曾莞婷 屍速列車"	https://scontent.xx.fbcdn.net/v/t15.5256-10/s130x130/14510708_10155125863457069_5500718410176135168_n.jpg?_nc_cat=108&_nc_ht=scontent.xx&oh=671743b71ce581ea1ce4ee77c3a077d3&oe=5CDAE8E0	https://scontent.xx.fbcdn.net/v/t15.5256-10/14510708_10155125863457069_5500718410176135168_n.jpg?_nc_cat=108&_nc_ht=scontent.xx&oh=521abe8a276c0ec31b02d6943d1881c4&oe=5CE4BEAB	https://www.facebook.com/appledaily.tw/videos/10155125860692069/	facebook.com	2016-09-29T07:50:00+0000	1475135400	"2016-09-29 09:50:00"	3496	147	4109	41	4297	137	104	33	273	22	93	488	2	8	0
video	post_page_232633627068	232633627068_10155125857137069	https://www.facebook.com/appledaily.tw/videos/10155125857137069/	"李燕還大聲疾呼：「請尊重，不要再把當事人馬賽克了！」  　　 完整 #動新聞【李燕動畫】公審譙「他媽的」不夠　還曝輔大性侵受害人個資 http://www.appledaily.com.tw/actionnews/appledaily/5/20160928/957701/ 　 【圖文報導】 http://www.appledaily.com.tw/realtimenews/article/local/20160928/957701/ 　 【#火線話題】輔大性侵風暴 社科院長停職 https://goo.gl/mLppBF #輔大 #夏林清 #停職 #輔仁大學 #輔大心理系 #李燕 #民主陣線"	https://scontent.xx.fbcdn.net/v/t15.5256-10/s130x130/14467375_10155125860702069_5569615625543745536_n.jpg?_nc_cat=101&_nc_ht=scontent.xx&oh=53377e7d1af79358da15eddd77a3d5c5&oe=5CEEB86B	https://scontent.xx.fbcdn.net/v/t15.5256-10/14467375_10155125860702069_5569615625543745536_n.jpg?_nc_cat=101&_nc_ht=scontent.xx&oh=0af2a321f92d4f65bfad790b3982e9bf&oe=5CE3F720	https://www.facebook.com/appledaily.tw/videos/10155125857137069/	facebook.com	2016-09-29T06:30:00+0000	1475130600	"2016-09-29 08:30:00"	888	200	1753	31	1984	187	162	25	513	8	12	27	3	815	0
video	post_page_232633627068	232633627068_10155125819247069	https://www.facebook.com/appledaily.tw/videos/10155125819247069/	"阿姨很可愛的，內有阿姨美照！ 　　 完整 #動新聞【找到了】颱風狼狽照傳遍國際　包子阿姨想告「偷拍的人」 http://www.appledaily.com.tw/actionnews/appledaily/7/20160928/958000/ 　 【圖文報導】 http://www.appledaily.com.tw/realtimenews/article/international/20160928/958000/　 　 【#火線話題】梅姬颱風襲台 https://goo.gl/P3UYqq #氣象 #颱風 #梅姬颱風 #美聯社 #華爾街日報"	https://scontent.xx.fbcdn.net/v/t15.5256-10/s130x130/14510698_10155125820972069_6063998272920354816_n.jpg?_nc_cat=106&_nc_ht=scontent.xx&oh=74867af1b28f4135540ea5dc32db2a15&oe=5CE6AAA8	https://scontent.xx.fbcdn.net/v/t15.5256-10/14510698_10155125820972069_6063998272920354816_n.jpg?_nc_cat=106&_nc_ht=scontent.xx&oh=0be8b1569190d9ba5c94b31d1e0cc23d&oe=5D2703E3	https://www.facebook.com/appledaily.tw/videos/10155125819247069/	facebook.com	2016-09-29T05:50:00+0000	1475128200	"2016-09-29 07:50:00"	2102	61	2435	39	2535	60	48	12	171	25	14	290	1	3	0
video	post_page_232633627068	232633627068_10155125813362069	https://www.facebook.com/appledaily.tw/videos/10155125813362069/	"吳玟萱說「你降落不成，差點失速也就算了，還把旅客丟包在香港，說只能給28個房間，讓全團旅客氣憤莫名」 　　 完整 #動新聞【獨家】吳玟萱控颱風天硬飛「草菅人命」　長榮回應了 http://ent.appledaily.com.tw/actionnews/index/20160928/957823/0 　 【圖文報導】 http://ent.appledaily.com.tw/realtimenews/article/entertainment/20160928/957823/ 　　 【#火線話題】梅姬颱風襲台 https://goo.gl/P3UYqq #氣象 #颱風 #梅姬颱風 #吳玟萱 #長榮 #長榮航空 無敵愛美神 吳玟萱"	https://scontent.xx.fbcdn.net/v/t15.5256-10/s130x130/14510755_10155125819447069_1242155433070690304_n.jpg?_nc_cat=110&_nc_ht=scontent.xx&oh=33ea40ad7a51ef6fbe80d12e9ded94e0&oe=5D1D750F	https://scontent.xx.fbcdn.net/v/t15.5256-10/14510755_10155125819447069_1242155433070690304_n.jpg?_nc_cat=110&_nc_ht=scontent.xx&oh=7247605ecb06549f5a57b353c943b486&oe=5CEFC044	https://www.facebook.com/appledaily.tw/videos/10155125813362069/	facebook.com	2016-09-29T05:30:00+0000	1475127000	"2016-09-29 07:30:00"	248	72	291	5	368	68	43	25	56	3	8	5	2	25	0
video	post_page_232633627068	232633627068_10155120378892069	https://www.facebook.com/appledaily.tw/videos/10155120378892069/	"【#特約轉播】 長這麼大還沒有試過邊看電影邊翻白眼 (顯示…) #EYE就翻白眼 #梁祝 #安娜貝爾 #鬼娃恰吉 #台灣之星 https://www.youtube.com/watch?v=G4LHodF6b1c"	https://scontent.xx.fbcdn.net/v/t15.5256-10/s130x130/14411561_10155120395212069_5431685989238046720_n.jpg?_nc_cat=105&_nc_ht=scontent.xx&oh=23407df66d271edd8e94b07b41c6836a&oe=5D1F449E	https://scontent.xx.fbcdn.net/v/t15.5256-10/14411561_10155120395212069_5431685989238046720_n.jpg?_nc_cat=105&_nc_ht=scontent.xx&oh=a4a7021a2eca7e58c082f0a9bbe34e31&oe=5CE265D5	https://www.facebook.com/appledaily.tw/videos/10155120378892069/	facebook.com	2016-09-29T04:00:00+0000	1475121600	"2016-09-29 06:00:00"	306	25	390	61	476	23	16	7	3	7	2	73	0	2	0
video	post_page_232633627068	232633627068_10155125661762069	https://www.facebook.com/appledaily.tw/videos/10155125661762069/	"冰箱外出散步，籃球架跑操場，梅姬真的太太太恐怖 　　 【完整 #動新聞】籃球架跑操場　縮時攝影紀錄梅姬狂風 http://www.appledaily.com.tw/actionnews/appledaily/5/20160928/957826/ 　 【圖文報導】 http://www.appledaily.com.tw/realtimenews/article/life/20160928/957826/ 　　 【#火線話題】梅姬颱風襲台 https://goo.gl/P3UYqq #氣象 #颱風 #梅姬颱風 #新竹 #縮時攝影"	https://scontent.xx.fbcdn.net/v/t15.5256-10/s130x130/14356477_10155125665052069_144156312387715072_n.jpg?_nc_cat=108&_nc_ht=scontent.xx&oh=d2bd890ad3a9c118dab162e209eea19f&oe=5CE5E4D6	https://scontent.xx.fbcdn.net/v/t15.5256-10/14356477_10155125665052069_144156312387715072_n.jpg?_nc_cat=108&_nc_ht=scontent.xx&oh=51e8a78491fdfd84e6fcac3fed5a68eb&oe=5CDD2590	https://www.facebook.com/appledaily.tw/videos/10155125661762069/	facebook.com	2016-09-29T03:50:00+0000	1475121000	"2016-09-29 05:50:00"	2905	66	3498	106	3670	66	42	24	47	13	368	203	8	1	0
video	post_page_232633627068	232633627068_10155125659542069	https://www.facebook.com/appledaily.tw/videos/10155125659542069/	"希望趕快傳出好消息> < 　　 完整 #動新聞【獨家空拍】燕巢民宅遭土石流衝入　3人受困生死不明 http://www.appledaily.com.tw/actionnews/appledaily/5/20160928/957736/ 　 #最新【一家3口遭土石流掩埋　小狗倖存等主人】 http://www.appledaily.com.tw/realtimenews/article/local/20160929/958190/ 　　 【#火線話題】梅姬颱風襲台 https://goo.gl/P3UYqq #氣象 #颱風 #梅姬颱風 #蘋果獨家 #空拍 #燕巢 #土石流"	https://scontent.xx.fbcdn.net/v/t15.5256-10/s130x130/14467310_10155125662417069_5771215725356122112_n.jpg?_nc_cat=102&_nc_ht=scontent.xx&oh=f43e32d94b1d6a5aec1e7874ed993139&oe=5CE15587	https://scontent.xx.fbcdn.net/v/t15.5256-10/14467310_10155125662417069_5771215725356122112_n.jpg?_nc_cat=102&_nc_ht=scontent.xx&oh=885deb72ebf5f024bd32a943395030ef&oe=5CE2D3CC	https://www.facebook.com/appledaily.tw/videos/10155125659542069/	facebook.com	2016-09-29T03:30:00+0000	1475119800	"2016-09-29 05:30:00"	288	5	396	5	406	4	4	0	4	4	25	0	79	0	0
video	post_page_232633627068	232633627068_10155123064587069	https://www.facebook.com/appledaily.tw/videos/10155123064587069/	"洗洗眼鏡迎接明天上班吧！ 　 【完整 #動新聞】這樣洗眼鏡　很快就GG http://www.appledaily.com.tw/actionnews/appledaily/5/20160927/956550/ 　 【圖文報導】 http://www.appledaily.com.tw/realtimenews/article/strange/20160927/956550/ 　 #請分享 #眼鏡 #清潔 #清洗 　 為什麼某些歌曲特別洗腦？！ http://goo.gl/wRA5u6"	https://scontent.xx.fbcdn.net/v/t15.5256-10/s130x130/14510813_10155123069067069_4318334125703430144_n.jpg?_nc_cat=103&_nc_ht=scontent.xx&oh=58ebbf74793b378d0ae0959a39302248&oe=5CE02BDD	https://scontent.xx.fbcdn.net/v/t15.5256-10/14510813_10155123069067069_4318334125703430144_n.jpg?_nc_cat=103&_nc_ht=scontent.xx&oh=195b03b0523b2c967b89b1a15e179b0c&oe=5D231E96	https://www.facebook.com/appledaily.tw/videos/10155123064587069/	facebook.com	2016-09-28T12:40:00+0000	1475066400	"2016-09-28 14:40:00"	2502	255	2628	462	3345	244	165	79	214	22	93	6	3	2	0
video	post_page_232633627068	232633627068_10155123042272069	https://www.facebook.com/appledaily.tw/videos/10155123042272069/	"不要輕忽身體給你的訊號 #請分享 　 【完整 #動新聞】只是長輩癢　竟然變乳癌 http://www.appledaily.com.tw/actionnews/appledaily/5/20160927/956518/ 　 【圖文報導】只是長輩癢　竟然變乳癌 http://www.appledaily.com.tw/realtimenews/article/strange/20160927/956518/ 　 #健康 #搔癢 #乳癌 為什麼某些歌曲特別洗腦？！ http://goo.gl/wRA5u6"	https://scontent.xx.fbcdn.net/v/t15.5256-10/s130x130/14510600_10155123063782069_1834373256447000576_n.jpg?_nc_cat=106&_nc_ht=scontent.xx&oh=55160bca52da2a294ddad17f844d9832&oe=5D26048D	https://scontent.xx.fbcdn.net/v/t15.5256-10/14510600_10155123063782069_1834373256447000576_n.jpg?_nc_cat=106&_nc_ht=scontent.xx&oh=16c17db8e211d8d0c5a0749181df7c26&oe=5D24CAC6	https://www.facebook.com/appledaily.tw/videos/10155123042272069/	facebook.com	2016-09-28T11:40:00+0000	1475062800	"2016-09-28 13:40:00"	2456	74	3034	371	3479	73	42	31	24	3	478	3	92	2	0
video	post_page_232633627068	232633627068_10155101167637069	https://www.facebook.com/appledaily.tw/videos/10155101167637069/	"拔智齒超痛der 　 【#健康問蘋果】智齒一定要拔掉　別再信了 http://www.appledaily.com.tw/realtimenews/article/life/20160920/948826/ 　 #智齒 #動新聞 #拔牙 #蘋果動畫"	https://scontent.xx.fbcdn.net/v/t15.5256-10/s130x130/14299288_10155101169542069_6716293115285602304_n.jpg?_nc_cat=107&_nc_ht=scontent.xx&oh=eaddb879163909ec4281cac115ad9a8e&oe=5CE8B3B4	https://scontent.xx.fbcdn.net/v/t15.5256-10/14299288_10155101169542069_6716293115285602304_n.jpg?_nc_cat=107&_nc_ht=scontent.xx&oh=1cf1eee73aa8b13498e3b51cb46e0abc&oe=5CE7DCFF	https://www.facebook.com/appledaily.tw/videos/10155101167637069/	facebook.com	2016-09-28T11:30:00+0000	1475062200	"2016-09-28 13:30:00"	2067	249	2169	181	2599	246	160	86	120	13	67	1	20	1	0
video	post_page_232633627068	232633627068_10155122950582069	https://www.facebook.com/appledaily.tw/videos/10155122950582069/	"這是「颱風夜唱，決戰KTV包廂」嗎？ 　 【完整 #動新聞】闖包廂砍3男臟器外露　冷血4嫌換間KTV繼續唱 http://www.appledaily.com.tw/actionnews/appledaily/5/20160927/956736/ 　 【圖文報導】 http://www.appledaily.com.tw/realtimenews/article/local/20160927/956736/ 　"	https://scontent.xx.fbcdn.net/v/t15.5256-10/s130x130/14467438_10155122960117069_1827516551612334080_n.jpg?_nc_cat=101&_nc_ht=scontent.xx&oh=e94087ca6376f05c3f134ed89a72506f&oe=5D2141D9	https://scontent.xx.fbcdn.net/v/t15.5256-10/14467438_10155122960117069_1827516551612334080_n.jpg?_nc_cat=101&_nc_ht=scontent.xx&oh=8b7663e32cf8ff1da5d32d4e9285311f&oe=5CDE0092	https://www.facebook.com/appledaily.tw/videos/10155122950582069/	facebook.com	2016-09-28T08:40:00+0000	1475052000	"2016-09-28 10:40:00"	1892	89	2199	25	2313	84	54	30	123	9	152	110	3	33	0
video	post_page_232633627068	232633627068_10155116762902069	https://www.facebook.com/appledaily.tw/videos/10155116762902069/	"選擇障礙症大爆發！！！ #海編 　 【完整 #動新聞】吃到飽可有吃到寶？3家新buffet無間PK http://www.appledaily.com.tw/actionnews/appledaily/sub/20160926/954906/ 　 【圖文報導】 http://www.appledaily.com.tw/realtimenews/article/strange/20160926/954906/ 　 #吃到飽 #buffet #請分享 #mega50 #50cafe #豐food #VVGFoodPaly"	https://scontent.xx.fbcdn.net/v/t15.5256-10/s130x130/14411723_10155116799582069_8132713719655301120_n.jpg?_nc_cat=102&_nc_ht=scontent.xx&oh=db0f24ae33146575e01ff45d029fcc67&oe=5CF3331A	https://scontent.xx.fbcdn.net/v/t15.5256-10/14411723_10155116799582069_8132713719655301120_n.jpg?_nc_cat=102&_nc_ht=scontent.xx&oh=c25c7483cab108839442ca65ee88ecad&oe=5CF0ED51	https://www.facebook.com/appledaily.tw/videos/10155116762902069/	facebook.com	2016-09-28T08:30:01+0000	1475051401	"2016-09-28 10:30:01"	14005	2490	14730	3072	20292	2457	1391	1066	874	260	420	40	4	1	0
video	post_page_232633627068	232633627068_10155122923637069	https://www.facebook.com/appledaily.tw/videos/10155122923637069/	"情慾流動~這麼簡單的事情為何要講麼多贅詞 　 【完整 #動新聞】夏林清的情慾流動　輔大學生會拳頭硬了 http://www.appledaily.com.tw/actionnews/appledaily/5/20160928/957402/ 　 【圖文報導】 http://www.appledaily.com.tw/realtimenews/article/local/20160928/957402/  　 #夏林清 #情慾流動 #輔大性侵"	https://scontent.xx.fbcdn.net/v/t15.5256-10/s130x130/14510838_10155122936117069_2259661313233911808_n.jpg?_nc_cat=106&_nc_ht=scontent.xx&oh=2c11fc3d92bb35a8ce7d12c5fe6ca225&oe=5CF0D7C7	https://scontent.xx.fbcdn.net/v/t15.5256-10/14510838_10155122936117069_2259661313233911808_n.jpg?_nc_cat=106&_nc_ht=scontent.xx&oh=889e24b847463464ec435f10fe8331c6&oe=5D26D08C	https://www.facebook.com/appledaily.tw/videos/10155122923637069/	facebook.com	2016-09-28T07:40:00+0000	1475048400	"2016-09-28 09:40:00"	1851	229	3237	84	3550	211	175	36	935	14	56	18	10	1288	0
video	post_page_232633627068	232633627068_10155122900887069	https://www.facebook.com/appledaily.tw/videos/10155122900887069/	"雖然是中颱，但可怕程度不低於莫蘭蒂 　 【完整 #動新聞】梅姬中颱這麼風狂 原來是這個發威 http://www.appledaily.com.tw/actionnews/appledaily/5/20160927/957288/ 　 【圖文報導】 http://www.appledaily.com.tw/realtimenews/article/life/20160927/957288/ 　　 #颱風 #梅姬颱風"	https://scontent.xx.fbcdn.net/v/t15.5256-10/s130x130/14356600_10155122910222069_8845095953355505664_n.jpg?_nc_cat=103&_nc_ht=scontent.xx&oh=2b9de280678a1f2aa547f7d15d674ac1&oe=5D1BFE32	https://scontent.xx.fbcdn.net/v/t15.5256-10/14356600_10155122910222069_8845095953355505664_n.jpg?_nc_cat=103&_nc_ht=scontent.xx&oh=531800232c6dfa4b3aa195bc3e383ed0&oe=5D1CBC79	https://www.facebook.com/appledaily.tw/videos/10155122900887069/	facebook.com	2016-09-28T06:40:00+0000	1475044800	"2016-09-28 08:40:00"	526	11	594	26	631	10	6	4	5	2	44	1	21	0	0
video	post_page_232633627068	232633627068_10155122866472069	https://www.facebook.com/appledaily.tw/videos/10155122866472069/	"貴圈好亂啊！ 　 【完整 #動新聞】《癡情玫瑰花》主唱被爆大麻竟來自嘻哈團藝人 http://www.appledaily.com.tw/actionnews/appledaily/5/20160928/957116/ 　 【圖文報導】 http://ent.appledaily.com.tw/realtimenews/article/entertainment/20160928/957116/ 　 #胡睿兒 #大麻 #癡情玫瑰花 　 【警告】未滿18歲請勿進入 #18禁 專區 http://www.appledaily.com.tw/animation/restricted/474"	https://scontent.xx.fbcdn.net/v/t15.5256-10/s130x130/14467292_10155122870912069_1008614327197892608_n.jpg?_nc_cat=101&_nc_ht=scontent.xx&oh=cfabc8f88a3f4a0efd66e62de019694d&oe=5CF10883	https://scontent.xx.fbcdn.net/v/t15.5256-10/14467292_10155122870912069_1008614327197892608_n.jpg?_nc_cat=101&_nc_ht=scontent.xx&oh=1ac6610299997eee610645778a97778c&oe=5CEC9EC8	https://www.facebook.com/appledaily.tw/videos/10155122866472069/	facebook.com	2016-09-28T05:40:00+0000	1475041200	"2016-09-28 07:40:00"	4219	384	4743	106	5233	355	200	155	1313	12	187	240	12	73	0
video	post_page_232633627068	232633627068_10155122820502069	https://www.facebook.com/appledaily.tw/videos/10155122820502069/	"希望傷者能盡快無事 　 【完整 #動新聞】強風吹垮酒店工地鷹架　外籍女被砸命危 http://www.appledaily.com.tw/actionnews/appledaily/5/20160927/956988/ 　 【圖文報導】 http://www.appledaily.com.tw/realtimenews/article/local/20160927/956988/ 　 #梅姬颱風 #鷹架"	https://scontent.xx.fbcdn.net/v/t15.5256-10/s130x130/14510828_10155122824067069_8903443389014343680_n.jpg?_nc_cat=102&_nc_ht=scontent.xx&oh=85ca03ce38d3890be984bfa7a28813de&oe=5CDD42A1	https://scontent.xx.fbcdn.net/v/t15.5256-10/14510828_10155122824067069_8903443389014343680_n.jpg?_nc_cat=102&_nc_ht=scontent.xx&oh=b3d307b02ff37968d323ca396e214062&oe=5CDAD7EA	https://www.facebook.com/appledaily.tw/videos/10155122820502069/	facebook.com	2016-09-28T05:00:00+0000	1475038800	"2016-09-28 07:00:00"	496	11	668	12	691	10	8	2	3	4	75	0	93	0	0
video	post_page_232633627068	232633627068_10155119982372069	https://www.facebook.com/appledaily.tw/videos/10155119982372069/	"動新聞真的太煩了啦，那把駝背的長槍是怎麼回事XD～ #海編 　 【完整 #動新聞】人夫一句話　小三賴不掉 http://www.appledaily.com.tw/actionnews/appledaily/5/20160927/956462/ 　 【圖文報導】 http://www.appledaily.com.tw/realtimenews/article/local/20160927/956462/"	https://scontent.xx.fbcdn.net/v/t15.5256-10/s130x130/14510809_10155119992357069_560986414632665088_n.jpg?_nc_cat=111&_nc_ht=scontent.xx&oh=60fb443aa268a3b7e0223ad36abaf160&oe=5CEAE792	https://scontent.xx.fbcdn.net/v/t15.5256-10/14510809_10155119992357069_560986414632665088_n.jpg?_nc_cat=111&_nc_ht=scontent.xx&oh=a7264299b9f35d186560851e678a2161&oe=5CEAEDD4	https://www.facebook.com/appledaily.tw/videos/10155119982372069/	facebook.com	2016-09-27T21:30:00+0000	1475011800	"2016-09-27 23:30:00"	1906	96	2486	42	2624	93	69	24	73	9	70	468	2	31	0
photo	post_page_232633627068	232633627068_10155120923217069	https://www.facebook.com/232633627068/posts/10155120923217069/	"蘋果日報 台灣 is at 中央氣象局."	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/14440853_10155121596182069_8147511001888406092_n.jpg?_nc_cat=110&_nc_ht=scontent.xx&oh=527d743f3803542314137eb4cb7c026b&oe=5D1EDA3E	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/14440853_10155121596182069_8147511001888406092_n.jpg?_nc_cat=110&_nc_ht=scontent.xx&oh=ad0c28994528e5014cd8b09edd11b0b3&oe=5CEBE433	https://www.facebook.com/appledaily.tw/photos/a.10150757580837069/10155121596182069/?type=3	facebook.com	2016-09-27T18:12:19+0000	1474999939	"2016-09-27 20:12:19"	657	29	660	32	721	19	19	0	44	1	1	1	0	0	0
video	post_page_232633627068	232633627068_10155119969042069	https://www.facebook.com/appledaily.tw/videos/10155119969042069/	"在孩子愛模仿的年紀，真的要特別小心 #海編 　 【完整 #動新聞】學鹹蛋超人飛天　男童從18樓墜地亡 http://www.appledaily.com.tw/actionnews/appledaily/7/20160926/955903/ 　 【圖文報導】 http://www.appledaily.com.tw/realtimenews/article/international/20160926/955903 　 #鹹蛋超人"	https://scontent.xx.fbcdn.net/v/t15.5256-10/s130x130/14411348_10155119979767069_9130188301846708224_n.jpg?_nc_cat=106&_nc_ht=scontent.xx&oh=33e728b77ac877d502329c37c0c82c5f&oe=5CDE9AC5	https://scontent.xx.fbcdn.net/v/t15.5256-10/14411348_10155119979767069_9130188301846708224_n.jpg?_nc_cat=106&_nc_ht=scontent.xx&oh=86e97157bd605ff5d06b5c820faa8554&oe=5CE2198E	https://www.facebook.com/appledaily.tw/videos/10155119969042069/	facebook.com	2016-09-27T17:30:01+0000	1474997401	"2016-09-27 19:30:01"	2963	284	4186	292	4762	278	193	85	610	11	560	66	572	14	0
video	post_page_232633627068	232633627068_10155121044857069	https://www.facebook.com/appledaily.tw/videos/10155121044857069/	"南部的鄉親辛苦了..... 　 【鄉民焦點】胖颱狂吹！梅姬明天走南台防淹水 http://www.appledaily.com.tw/realtimenews/article/life/20160927/957186 　　 【#火線話題】梅姬颱風襲台 https://goo.gl/P3UYqq 　 #氣象 #颱風 #梅姬颱風 #中颱 #鄉民焦點 #停班停課 #颱風假"	https://scontent.xx.fbcdn.net/v/t15.5256-10/s130x130/14411424_10155121054457069_871289830309363712_n.jpg?_nc_cat=109&_nc_ht=scontent.xx&oh=f9a6840a88a66aae735137f2b345ff3e&oe=5CEA6E7B	https://scontent.xx.fbcdn.net/v/t15.5256-10/14411424_10155121054457069_871289830309363712_n.jpg?_nc_cat=109&_nc_ht=scontent.xx&oh=e923e01de376ad9d8a8bdfabd603387c&oe=5D25C13D	https://www.facebook.com/appledaily.tw/videos/10155121044857069/	facebook.com	2016-09-27T16:40:00+0000	1474994400	"2016-09-27 18:40:00"	288	5	312	17	334	5	5	0	0	1	13	1	9	0	0
video	post_page_232633627068	232633627068_10155119982022069	https://www.facebook.com/appledaily.tw/videos/10155119982022069/	"記者葛格跟老蕭一搭一唱超煩的啦XD #海編 　 【完整 #動新聞】老蕭破病「離不開馬桶」　發重誓沾毒就退團 http://ent.appledaily.com.tw/actionnews/index/20160926/956197/99 　 【圖文報導】 http://ent.appledaily.com.tw/realtimenews/article/entertainment/20160926/956197/ 　 #老蕭 #蕭敬騰 #LION合唱團  蕭敬騰 Jam Hsiao"	https://scontent.xx.fbcdn.net/v/t15.5256-10/s130x130/14411531_10155119985092069_1111332125098901504_n.jpg?_nc_cat=101&_nc_ht=scontent.xx&oh=07bd1cc7d9264dc5138585bfa62610c0&oe=5D25E3CD	https://scontent.xx.fbcdn.net/v/t15.5256-10/14411531_10155119985092069_1111332125098901504_n.jpg?_nc_cat=101&_nc_ht=scontent.xx&oh=e020cf2c4e53be24c945ce0cecbd2135&oe=5D247E86	https://www.facebook.com/appledaily.tw/videos/10155119982022069/	facebook.com	2016-09-27T16:30:00+0000	1474993800	"2016-09-27 18:30:00"	8809	175	9337	119	9631	172	107	65	1268	150	16	358	2	2	0
